model,OA,RPA,RCA,VR
basic_pitch,0.7237027600522337,0.8098190466099736,0.7941909347588717,0.7913605071079833
librosa,0.6702834039832392,0.8646016865952809,0.809158886375921,0.7259262782898674
crepe,0.4789007270449886,0.9625348975791782,0.9206163415035076,0.4996875784247292
