model,OA,RPA,RCA,VR
basic_pitch,0.002053800306160536,0.017499243349409332,0.0217448961562543,-0.006471781883436889
crepe,-0.038566119182219694,0.0018610988219931457,0.001336531043900746,-0.04063666479348804
librosa,0.011346748196363943,0.013449843064946565,0.012570945459663418,0.0025690236547230016
